URL,URL_LENGTH,TLD,SERVER,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_ZIPCODE,WHOIS_CITY,CONTENT_ENCODING,CONTENT_TYPE,TYPE
http://uldk.com/wp-content/uploads/2012/12/www.wellsfargo/online.htm,68,com,openresty,Kansas,0,0,0,0,text/html,1
http://snjtradelink.com/wp-admin/file/,38,com,Apache/2.4.41 (Ubuntu),Karnataka,0,1,1,0,text/html; charset=UTF-8,1
http://richardwestleywong.com/wp-content/plugins/wp.php,55,com,Microsoft-IIS/8.0,Kansas,0,0,0,1,text/html; charset=UTF-8,1
http://barbscentrefordance.com/wp-admin/user/aloo/Welcome%20to%20AOL.htm,72,com,openresty,Kansas,0,0,0,0,text/html,1
http://barbscentrefordance.com/wp-admin/user/nass/Welcome%20to%20AOL.htm,72,com,openresty,Kansas,0,0,0,0,text/html,1
http://barbscentrefordance.com/wp-content/paypal/paypal/home/,61,com,openresty,Kansas,0,0,0,0,text/html,1
http://pacific-av.com/img/97.5508d8c8.1425838190.9928d10.php,60,com,Apache,Kansas,0,0,0,1,text/html,1
http://barbscentrefordance.com/wp-content/paypal/paypal/home/index.php,70,com,openresty,Kansas,0,0,0,0,text/html,1
http://tiny.cc/pano2x,21,cc,nginx,New Jersey,0,1,1,1,text/html,1
http://bermanbuilding.com/berman2011/templates/yes/auth/view/share/index.html,77,com,Apache,Kansas,0,0,0,0,text/html; charset=utf-8,1
http://pifas.org/uploads/,25,org,Apache/2.2.8 (CentOS),Šiaulių apskritis,0,0,0,0,text/html,1
http://ibourl.net/lazada,24,net,Microsoft-IIS/7.5,Kansas,0,0,0,1,text/html; charset=utf-8,1
http://winwiki.org/wp-content/themes/twentytwelve/winwme.php?kms=1&amp;ptvar=Corrupt%20Jpeg%20Data:%201%20Extraneous%20Bytes%20Before%20Marker%200xd9,149,org,cloudflare,Kansas,0,0,0,1,text/html; charset=iso-8859-1,1
http://transistics.com/transdc/Adobe/,37,com,Sucuri/Cloudproxy,California,0,1,1,1,text/html; charset=UTF-8,1
http://transistics.com/transdc/Adobe,36,com,Sucuri/Cloudproxy,California,0,1,1,1,text/html; charset=UTF-8,1
http://wordsofnewhope.com/service/natwest.com/index.html,56,com,Sucuri/Cloudproxy,California,1,1,1,0,text/html; charset=UTF-8,1
http://beyinciniz.com/investment/share/2015/,44,com,nginx,Île-de-France,0,0,0,0,text/html,1
http://beyinciniz.com/investment/share/2015,43,com,nginx,Île-de-France,0,0,0,0,text/html,1
http://rubenszuchmacher.com/wp-content/plugins/custom-css-stylesheet-for-posts-or-pages/xg5yrgbxuld52nuczvjhtht0m4q2oy414arcmdruzbx58xcilv8y2396h95v4zbm4kuxw6rvlssh5nlt88enej0xluxb82hq0bhd/GOOGLE_DRIVE.php,205,com,Apache,Ciudad Autónoma de Buenos Aires,0,1,1,0,text/html; charset=iso-8859-1,1
http://iplogger.org/2MTf3,25,org,nginx,Hessen,1,0,0,1,text/html; charset=UTF-8,1
http://isnc.ge/public/languages/june/man/ym/indexcontact.php,60,ge,Apache/2,შიდა ქართლი,0,0,0,1,text/html; charset=UTF-8,1
http://isnc.ge/public/time/go/ym/indexcontact.php,49,ge,Apache/2,შიდა ქართლი,0,0,0,1,text/html; charset=UTF-8,1
http://isnc.ge/public/pages/jun/d8fa572c5ad8a91700bc134c270eb980,64,ge,Apache/2,შიდა ქართლი,0,0,0,1,text/html; charset=UTF-8,1
http://isnc.ge/public/pages/jun/mail,36,ge,Apache/2,შიდა ქართლი,0,0,0,1,text/html; charset=UTF-8,1
http://gaev.com.ar/newforo/Themes/gaev/images/newlink.htm,57,com.ar,Apache,Québec,0,1,1,0,text/html; charset=UTF-8,1
http://beautyforsoul.com/mD/,28,com,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://beautyforsoul.com/mD,27,com,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://olejnik.net.pl/tmp/caixa-internet-banking/zn/index.php,61,net.pl,Apache/2,województwo mazowieckie,1,0,0,1,text/html; charset=UTF-8,1
http://safenet-inc.com/e/44042/licensinglive/43tztq/454530395,61,com,nginx,Kansas,1,0,0,1,text/html; charset=UTF-8,1
http://tiny.cc/7vvn2x/,22,cc,nginx,New Jersey,0,1,1,1,text/html,1
http://tiny.cc/7vvn2x,21,cc,nginx,New Jersey,0,1,1,1,text/html,1
http://thefashionmermaid.com/doc/instructions/up/,49,com,DPS/1.11.2,Kansas,0,0,0,0,text/html;charset=utf-8,1
http://holeby-antennelaug.dk/drop/dropboxlocation/,50,dk,Apache,Region Hovedstaden,0,0,0,0,text/html; charset=iso-8859-1,1
http://holeby-antennelaug.dk/drop/dropboxlocation/index.php,59,dk,Apache,Region Hovedstaden,0,0,0,0,text/html; charset=iso-8859-1,1
http://thefashionmermaid.com/doc/instructions/up,48,com,DPS/1.11.2,Kansas,0,0,0,0,text/html;charset=utf-8,1
http://seedexplorer.eu/Account-Security.Confirmation/Account/,61,eu,Apache,województwo mazowieckie,1,0,0,1,text/html,1
http://aina-trading.kz/images/itoo.htm,38,kz,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_fcgid/2.3.9 PHP/5.4.16,Карагандинская область,0,0,0,0,text/html; charset=iso-8859-1,1
http://pastehtml.com/view/cplabbzv9.html,40,com,nginx + Phusion Passenger,Kansas,0,0,0,1,text/html; charset=utf-8,1
http://drive.google.com/st/auth/host/0Bw2m28L2vF-4Qk5QYUwwUlctb28/,66,com,sffe,Kansas,1,0,0,0,text/html,1
http://emailretargeting.com/ERMC/E/825/32379/9a17c9a2e7c3254b15423bb2b3920192?goto=https://www.facebook.com/Teradata,116,com,openresty,Kansas,0,0,0,0,text/html; charset=UTF-8,1
http://realgoldgroup.com/boyyy/auth%20(4)/auth%20(4)/es/auth/view/document/,75,com,LiteSpeed,Hessen,0,0,0,1,text/html; charset=UTF-8,1
http://nyumbabora.co.ke/filder/a000l.html,41,co.ke,Apache,Hessen,0,0,0,0,text/html; charset=UTF-8,1
http://cameraquansat.vn/Dropb0x.CH/,35,vn,Apache,ສະຫວັນນະເຂດ,0,0,0,0,text/html; charset=iso-8859-1,1
http://cameraquansat.vn/Dropb0x.CH,34,vn,Apache,ສະຫວັນນະເຂດ,0,0,0,0,text/html; charset=iso-8859-1,1
http://cameraquansat.vn/Dropb0x.CH/,35,vn,Apache,ສະຫວັນນະເຂດ,0,0,0,0,text/html; charset=iso-8859-1,1
http://cameraquansat.vn/Dropb0x.CH,34,vn,Apache,ສະຫວັນນະເຂດ,0,0,0,0,text/html; charset=iso-8859-1,1
http://negociosvips.com/wp-admin/includes/network,49,com,cloudflare,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://charithcosmetic.com/bani.htm,35,com,Apache,Šiaulių apskritis,0,0,0,0,text/html; charset=UTF-8,1
http://tiny.cc/fgkk2x/,22,cc,nginx,New Jersey,0,1,1,1,text/html,1
http://tiny.cc/fgkk2x/,22,cc,nginx,New Jersey,0,1,1,1,text/html,1
http://tiny.cc/fgkk2x,21,cc,nginx,New Jersey,0,1,1,1,text/html,1
http://thefashionmermaid.com/preview/instructions/up,52,com,DPS/1.11.2,Kansas,0,0,0,0,text/html;charset=utf-8,1
http://nolagroup.com/presidential-file/GD/index.php,51,com,Apache,Kansas,0,0,0,1,text/html; charset=UTF-8,1
http://thefashionmermaid.com/doc/instructions/up/,49,com,DPS/1.11.2,Kansas,0,0,0,0,text/html;charset=utf-8,1
http://jump.co.th/new/wp-admin/includes/GD/,43,co.th,Apache,กรุงเทพมหานคร,1,0,0,0,text/html;charset=ISO-8859-1,1
http://jump.co.th/new/wp-admin/includes/GD,42,co.th,Apache,กรุงเทพมหานคร,1,0,0,0,text/html;charset=ISO-8859-1,1
http://goo.cl/TvwU4,19,cl,nginx,Québec,0,1,1,1,text/html; charset=UTF-8,1
http://goo.cl/fH1ih,19,cl,nginx,Québec,0,1,1,1,text/html; charset=UTF-8,1
http://warrenpolice.com/templates/beez5/html/Login.do/42C1J088GGEY7AND0,71,com,cloudflare,Kansas,0,0,0,1,text/html; charset=UTF-8,1
http://gujaratisamajofwindsor.com/db_access/homezone/homezone/,62,com,cloudflare,Kansas,0,0,0,1,text/html; charset=utf-8,1
http://gujaratisamajofwindsor.com/db_access/homezone/homezone,61,com,cloudflare,Kansas,0,0,0,1,text/html; charset=utf-8,1
http://mylwi.com/wp-admin/bless/yahoo/yahoo.html,48,com,Apache/2.4.39,Kansas,0,0,0,0,text/html; charset=UTF-8,1
http://imajseslendirme.com/fancybox/drive/,42,com,cloudflare,Kansas,0,0,0,1,text/html; charset=utf-8,1
http://imajseslendirme.com/fancybox/drive,41,com,cloudflare,Kansas,0,0,0,1,text/html; charset=utf-8,1
http://mylwi.com/wp-admin/bless/yahoo/yahoo.html,48,com,Apache/2.4.39,Kansas,0,0,0,0,text/html; charset=UTF-8,1
http://joyfullivingnow.net/front-page/host/host/,48,net,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://joyfullivingnow.net/front-page/host/host,47,net,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://healthquestradio.com/media/system/index/,47,com,nginx,Virginia,0,0,0,0,text/html,1
http://retinaspecialistsmontgomery.com/view/-/w/plans/,54,com,Apache,Kansas,0,0,0,1,text/html; charset=UTF-8,1
http://pflegeimmo-direkt.de/wp-admin/user/index.htm,51,de,Apache,Hessen,0,0,0,1,text/html; charset=UTF-8,1
http://shallowcopythemovie.com/aye/Google_Doc/,46,com,Apache,Washington,0,1,1,0,text/html; charset=iso-8859-1,1
http://parapentedebasto.com/language/double.php,47,com,Apache,Área Metropolitana de Lisboa,0,0,0,0,text/html,1
http://shinesalon500.com/wp-content/plugins/cached_data/gtex/index.php,70,com,Sucuri/Cloudproxy,California,0,1,1,0,text/html,1
http://tbr-d.com/wp/wp-admin/includes/dir/nD/nD,47,com,openresty,Kansas,0,0,0,0,text/html,1
http://tbr-d.com/wp/wp-admin/includes/dir/nD/nD/,48,com,openresty,Kansas,0,0,0,0,text/html,1
http://ar-tr.com/wp-includes/css/yahoomail/login.html,53,com,cloudflare,Kansas,0,0,0,1,text/html; charset=UTF-8,1
http://diostebendiga.info/gpdf/,31,info,Apache,Kansas,0,0,0,0,text/html,1
http://diostebendiga.info/gpdf,30,info,Apache,Kansas,0,0,0,0,text/html,1
http://saequity.com/wp-includes/SimplePie/Parse/~/MaikudiRedir/Yahoo/index.php,78,com,Apache,Kansas,0,0,0,1,text/html,1
http://bit.ly/1MCtXPo,21,ly,nginx,Kansas,0,0,0,0,text/html; charset=UTF-8,1
http://isnc.ge/public/hash/ym/indexcontact.php,46,ge,Apache/2,შიდა ქართლი,0,0,0,1,text/html; charset=UTF-8,1
http://dekor8.lt/lt/wp-includes/js/tinymce/plugins/media/css/,61,lt,Apache,Šiaulių apskritis,0,0,0,0,text/html; charset=iso-8859-1,1
http://dekor8.lt/lt/wp-includes/js/tinymce/plugins/media/css,60,lt,Apache,Šiaulių apskritis,0,0,0,0,text/html; charset=iso-8859-1,1
http://diostebendiga.info/gpdf/,31,info,Apache,Kansas,0,0,0,0,text/html,1
http://midnightgarage.net/trekimages/x574gmwxuo9ruyma/,54,net,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://obhrmanager.com/user/login,33,com,nginx,Virginia,1,1,1,1,text/html; charset=utf-8,1
http://noithatchauau.vn/new,27,vn,nginx/1.16.1,Kansas,0,0,0,0,text/html,1
http://worldwidequest.com/northwestpassage/wp-content/themes/securedlogin/login/baloon.php,90,com,Apache/2.4.10 (FreeBSD) OpenSSL/1.0.1j mod_python/3.5.0 Python/2.7.8 PHP/5.4.33 SVN/1.8.10,Ontario,1,0,0,0,text/html,1
http://worldwidequest.com/northwestpassage/wp-content/themes/hamed/seeme/yhame/signin.html,90,com,Apache/2.4.10 (FreeBSD) OpenSSL/1.0.1j mod_python/3.5.0 Python/2.7.8 PHP/5.4.33 SVN/1.8.10,Ontario,1,0,0,0,text/html,1
http://balcaounicodoadvogado.com/urssaf.particuliers/,53,com,Apache,Área Metropolitana de Lisboa,0,0,0,0,text/html; charset=iso-8859-1,1
http://balcaounicodoadvogado.com/urssaf.particuliers,52,com,Apache,Área Metropolitana de Lisboa,0,0,0,0,text/html; charset=iso-8859-1,1
http://cirqueentertainment.com/view/up,38,com,Apache,Nevada,0,1,1,0,text/html; charset=iso-8859-1,1
http://j-aloe.com/OLD/css/db/box/index.php,42,com,nginx,Illinois,0,1,1,0,text/html,1
http://thecoolnerdsquad.com/wp-content/plugins/cached_data/signin-ebay-co-uk-ws-eBayISAPIdll9SignIn3.htm,104,com,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://revistafale.com.br/blog/115doc/,38,com.br,Apache,Kansas,1,0,0,0,text/html; charset=iso-8859-1,1
http://fbcheckpoint.tripod.com/webonmediacontents/,50,com,nginx/1.18.0,Kansas,1,0,0,0,text/html,1
http://hidxenonlights.com/alibaba.market.php?email=abuse%20at%20163.com&amp;name=mslily,87,com,nginx,Kansas,0,0,0,0,text/html; charset=UTF-8,1
http://phoneticbells.com/cdunham/Blogstuff/san.php,50,com,openresty,Kansas,0,0,0,0,text/html,1
http://sriyaan.com/drive/documents.php,38,com,cloudflare,Kansas,0,0,0,1,text/html; charset=iso-8859-1,1
http://phoneticbells.com/cdunham/Blogstuff/san.php,50,com,openresty,Kansas,0,0,0,0,text/html,1
http://sriyaan.com/drive/documents.php,38,com,cloudflare,Kansas,0,0,0,1,text/html; charset=iso-8859-1,1
http://retinaspecialistsmontgomery.com/view/-/w/plans/index.html,64,com,Apache,Kansas,0,0,0,1,text/html; charset=UTF-8,1
http://meyer.ship.intnet.mu/Secure/Secure/Secure/g_doc/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid=&amp;userid_JeHJOXK0IDw_JOXK0IDD=,164,mu,Apache,Port Louis,0,0,1,0,text/html; charset=iso-8859-1,1
http://thefashionmermaid.com/PDFCopy/instructions/up/,53,com,DPS/1.11.2,Kansas,0,0,0,0,text/html;charset=utf-8,1
http://jikaw.com/wp-admin/images/votre/identifiant/Apple/verification/de/centre/securise/Apple.fr/Apple%20Fr%20Priv8/,117,com,nginx/1.10.3 (Ubuntu),Kansas,0,0,0,1,text/html; charset=UTF-8,1
http://meyer.ship.intnet.mu/mm/gbg/Google_doc/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&userid_JeHJOXK0IDw_JOXK0IDD&userid=,146,mu,Apache,Port Louis,0,0,1,0,text/html; charset=iso-8859-1,1
http://meyer.ship.intnet.mu/mm/gbg/Google_doc/,46,mu,Apache,Port Louis,0,0,1,0,text/html; charset=iso-8859-1,1
http://meyer.ship.intnet.mu/Secure/Secure/Secure/g_doc/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID,119,mu,Apache,Port Louis,0,0,1,0,text/html; charset=iso-8859-1,1
http://meyer.ship.intnet.mu/Secure/Secure/Secure/g_doc/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid_JeHJOXK0IDw_JOXK0IDD&amp;userid=,163,mu,Apache,Port Louis,0,0,1,0,text/html; charset=iso-8859-1,1
http://thefashionmermaid.com/PDFCopy/instructions/up/,53,com,DPS/1.11.2,Kansas,0,0,0,0,text/html;charset=utf-8,1
http://thefashionmermaid.com/PDFCopy/instructions/up,52,com,DPS/1.11.2,Kansas,0,0,0,0,text/html;charset=utf-8,1
http://incontinencesupportgroup.com/chat/temp/bot/programe/src/botinst/redirection.html,87,com,Microsoft-IIS/10.0,Kansas,0,0,0,1,text/html; charset=utf-8,1
http://thefashionmermaid.com/preview/instructions/up/,53,com,DPS/1.11.2,Kansas,0,0,0,0,text/html;charset=utf-8,1
http://junglebookkonkan.com/b/index.php,39,com,Nginx Microsoft-HTTPAPI/2.0,香港 Hong Kong,0,0,0,1,text/html; charset=UTF-8,1
http://junglebookkonkan.com/a/,30,com,Nginx Microsoft-HTTPAPI/2.0,香港 Hong Kong,0,0,0,1,text/html; charset=UTF-8,1
http://junglebookkonkan.com/a,29,com,Nginx Microsoft-HTTPAPI/2.0,香港 Hong Kong,0,0,0,1,text/html; charset=UTF-8,1
http://thefashionmermaid.com/preview/instructions/up/index.php,62,com,DPS/1.11.2,Kansas,0,0,0,0,text/html;charset=utf-8,1
http://mysterylabs.com/Alert/Account-Connect-5236887420/Limited/Update/,71,com,cloudflare,Kansas,0,0,0,1,text/html; charset=UTF-8,1
http://katrinacarter.com/old/doc/doc,36,com,openresty,California,0,1,1,1,text/html;charset=UTF-8,1
http://hidxenonlights.com/alibaba.market.php?name=ms%20lily&amp;email=abuse@163.com,83,com,nginx,Kansas,0,0,0,0,text/html; charset=UTF-8,1
http://hidxenonlights.com/alibaba.market.php?name=mslily&amp;email=szlinfeng5%20at%20163.com,92,com,nginx,Kansas,0,0,0,0,text/html; charset=UTF-8,1
http://hidxenonlights.com/alibaba.market.php?name=ms+lily&amp;email=abuse@163.com,81,com,nginx,Kansas,0,0,0,0,text/html; charset=UTF-8,1
http://ramonpolosellshomes.com/wp-content/uploads/alipage/content/inquiry/heineken/online.htm,93,com,Apache,Noord-Holland,0,1,1,0,text/html; charset=iso-8859-1,1
http://printeri.e-art.bz/wp-includes/SimplePie/Decode/HTML/php.htm,66,bz,openresty,New South Wales,0,0,0,0,text/html,1
http://newenglandcuriosities.com/index.php,42,com,cloudflare,Kansas,1,0,0,1,text/html; charset=UTF-8,1
http://cache.nebula.phx3.secureserver.net/obj/MDdEQkQxNTI1MTMxNzVEMTM0Mzg6NjUxOTRiZWIwZDVlNzNlNGZhMTJkNzE2NDQ5ZjkxZjQ6Ojo6bmV3Lmh0bWw=/,135,net,Apache,Kansas,0,0,0,1,text/html; charset=UTF-8,1
http://hidxenonlights.com/alibaba.market.php,44,com,nginx,Kansas,0,0,0,0,text/html; charset=UTF-8,1
http://153284594738391.statictab.com/2506080?,45,com,nginx,Virginia,0,1,1,1,text/html,1
http://err.h18.ru/error000.shtml?paypal-de.h19.ru,49,ru,Apache/2.4.18 (Ubuntu),Hessen,1,0,0,1,text/html; charset=UTF-8,1
http://nmkvestnes.no/libraries/phputf8/login.do2562.html,56,no,nginx,Noord-Holland,0,1,1,1,text/html; charset=iso-8859-1,1
http://number9.dj/account.html,30,dj,Apache,Kansas,0,0,0,0,text/html; charset=utf-8,1
http://degestiones.com/wp-includes/library/images/default.ahx/clients/,70,com,NginX,Kansas,0,0,0,1,text/html; charset=UTF-8,1
http://degestiones.com/wp-includes/library/images/default.ahx/clients,69,com,NginX,Kansas,0,0,0,1,text/html; charset=UTF-8,1
http://leashesbylisa.com/wp-includes/images/countrytobox/index2.php?HNbE0BFYR5SCtymU9DP4iITVQgLd28MGA3lqrJvpzcnKxwOe1XZaj76hufoksWXLwgvq9k4JThu0tyjpAUHz1elMxSd6biQIEPfKrNFa57GsD2nBYCZ8m3WVoROc60602229152,203,com,nginx/1.16.1,Kansas,0,0,0,0,text/html,1
http://solavite.mx/wp-content/uploads/,38,mx,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://eajaykumar.com/Hsh62ReviewMyAttachedDocumenvsmj7JS.MDJEhsdgeindex/,73,com,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://eajaykumar.com/Hsh62ReviewMyAttachedDocumenvsmj7JS.MDJEhsdgeindex,72,com,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://seegrow.me/hotmail.html,30,me,openresty,Kansas,0,0,0,0,text/html,1
http://thefashionmermaid.com/mass/tor,37,com,DPS/1.11.2,Kansas,0,0,0,0,text/html;charset=utf-8,1
http://thefashionmermaid.com/mass/tor/,38,com,DPS/1.11.2,Kansas,0,0,0,0,text/html;charset=utf-8,1
http://joelbates.com/wp-content/plugins/wp-statistics/redirect.html,67,com,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://voentorg56.ru/language/pt-BR/hbos/HxProcess.php,54,ru,nginx-reuseport/1.13.4,Москва,0,0,0,0,text/html,1
http://lovingiceland.com/login.htm,34,com,Apache,Kansas,0,0,0,0,text/html; charset=UTF-8,1
http://mailwing.net/news/000007897516091143995905315221/942cbc37cee2c9b02325f74661d7b7aa,88,net,FlowBalancer,Entre Ríos,0,1,1,1,text/html; charset=iso-8859-1,1
http://headdisk.doodlekit.com/home,34,com,Apache/2.2.22 (Ubuntu),Virginia,0,1,1,1,text/html; charset=utf-8,1
http://titanicradio.sonixfm.com/js/mi/index.html,48,com,Apache/2.4.10 (Debian),Québec,0,1,1,0,text/html; charset=iso-8859-1,1
http://redperiodista.es/wp-content/uploads/2015/08/PayPalcentre1433397644rver6.4.6456.0wpmbisslsharedwreply/mpp/,112,es,ReactPHP/1,Kansas,1,0,0,0,text/html; charset=utf-8,1
http://grotown.com/zimmermansecuredropbox/,42,com,openresty,Kansas,0,0,0,0,text/html,1
http://vidyabalbhawan.com/circular/gog,38,com,NginX,New South Wales,0,0,0,1,text/html; charset=UTF-8,1
http://usawireless.tv/cadastro/,31,tv,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://usawireless.tv/cadastro/zn/,34,tv,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://grotown.com/zimmermansecuredropbox/,42,com,openresty,Kansas,0,0,0,0,text/html,1
http://posicionweb.net/Glosario/google.document.html,52,net,Apache/2.4.39 (Unix) OpenSSL/1.0.2k-fips,Kansas,1,0,0,0,text/html,1
http://richardfuchs.matthewstevens.co.nz/re.php,47,co.nz,Apache,Kansas,1,0,0,0,text/html,1
http://thescrapescape.com/cccxxxxxxxxxc/doc/doc/processing.html,63,com,Apache,Kansas,0,0,0,0,text/html,1
http://hollywoodheart.org/wp/wp-content/uploads/2015/08/login.jsp.htm?routeto=detail?ms=,88,org,nginx,California,0,1,1,1,text/html; charset=UTF-8,1
http://yaganexpress.cl/administrator/French/Yahoo%202015/Sign%20in%20to%20Yahoo!!!.htm,86,cl,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://jocelynweiss.com/wp-includes/js/swfupload/plugins/webmail2/index.php,75,com,Apache,Kansas,0,0,0,1,text/html,1
http://jocelynweiss.com/wp-includes/js/swfupload/plugins/webmail2/webmail/webmail.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,285,com,Apache,Kansas,0,0,0,1,text/html,1
http://hollywoodheart.org/wp/wp-content/uploads/2015/08/login.jsp.htm,69,org,nginx,California,0,1,1,1,text/html; charset=UTF-8,1
http://houseofgraduates.co.za/media/mod_languages/jhoo,54,co.za,Apache,KwaZulu-Natal,0,1,1,0,text/html; charset=UTF-8,1
http://yaganexpress.cl/administrator/Berlin/Yahoo%202015/Sign%20in%20to%20Yahoo!!!.htm,86,cl,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://hollywoodheart.org/wp/wp-content/uploads/2015/08/login.jsp.htm?routeto=detail?ms={,89,org,nginx,California,0,1,1,0,text/html; charset=UTF-8,1
http://yaganexpress.cl/administrator/French/Yahoo%202015/Sign%20in%20to%20Yahoo!!!.htm,86,cl,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://vintagems.com/business,29,com,cloudflare,Virginia,1,1,1,1,text/html; charset=utf-8,1
http://yaganexpress.cl/administrator/Berlin/Yahoo 2015/Sign in to Yahoo!!!.htm,78,cl,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://yaganexpress.cl/administrator/Berlin/Yahoo%202015/Sign%20in%20to%20Yahoo!!!.htm,86,cl,Apache,Kansas,0,0,0,0,text/html; charset=iso-8859-1,1
http://vidyabalbhawan.com/circular/dropbox/dropbox/index2.php,61,com,NginX,New South Wales,0,0,0,1,text/html; charset=UTF-8,1
http://bertstreeservice.ca/wp-content/plugins/aa.dex/fxc/home.php,65,ca,Apache,Ontario,0,1,1,0,text/html,1
http://jikaw.com/wp-includes/ID3/votre/identifiant/Apple/verification/de/centre/securise/Apple.fr/Apple%20Fr%20Priv8/,117,com,nginx/1.10.3 (Ubuntu),Kansas,0,0,0,1,text/html; charset=UTF-8,1
